"go_id","term_name"
"GO:0060392","negative regulation of SMAD protein signal transduction"
"GO:0060395","SMAD protein signal transduction"
"GO:0060402","calcium ion transport into cytosol"
"GO:0060411","cardiac septum morphogenesis"
"GO:0060412","ventricular septum morphogenesis"
"GO:0060425","lung morphogenesis"
"GO:0060441","epithelial tube branching involved in lung morphogenesis"
"GO:0060444","branching involved in mammary gland duct morphogenesis"
"GO:0060546","negative regulation of necroptotic process"
"GO:0060575","intestinal epithelial cell differentiation"
"GO:0060586","multicellular organismal-level iron ion homeostasis"
"GO:0060612","adipose tissue development"
"GO:0060627","regulation of vesicle-mediated transport"
"GO:0060644","mammary gland epithelial cell differentiation"
"GO:0060707","trophoblast giant cell differentiation"
"GO:0060716","labyrinthine layer blood vessel development"
"GO:0060749","mammary gland alveolus development"
"GO:0060765","regulation of androgen receptor signaling pathway"
"GO:0060766","negative regulation of androgen receptor signaling pathway"
"GO:0060816","random inactivation of X chromosome"
"GO:0060828","regulation of canonical Wnt signaling pathway"
"GO:0060840","artery development"
"GO:0060907","positive regulation of macrophage cytokine production"
"GO:0060976","coronary vasculature development"
"GO:0060996","dendritic spine development"
"GO:0060997","dendritic spine morphogenesis"
"GO:0060999","positive regulation of dendritic spine development"
"GO:0061001","regulation of dendritic spine morphogenesis"
"GO:0061003","positive regulation of dendritic spine morphogenesis"
"GO:0061024","membrane organization"
"GO:0061025","membrane fusion"
"GO:0061028","establishment of endothelial barrier"
"GO:0061029","eyelid development in camera-type eye"
"GO:0061036","positive regulation of cartilage development"
"GO:0061045","negative regulation of wound healing"
"GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development"
"GO:0061053","somite development"
"GO:0061077","chaperone-mediated protein folding"
"GO:0061098","positive regulation of protein tyrosine kinase activity"
"GO:0061136","regulation of proteasomal protein catabolic process"
"GO:0061157","mRNA destabilization"
"GO:0061158","3'-UTR-mediated mRNA destabilization"
"GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus"
"GO:0061303","cornea development in camera-type eye"
"GO:0061351","neural precursor cell proliferation"
"GO:0061436","establishment of skin barrier"
"GO:0061462","protein localization to lysosome"
"GO:0061484","hematopoietic stem cell homeostasis"
"GO:0061512","protein localization to cilium"
"GO:0061564","axon development"
"GO:0061621","canonical glycolysis"
"GO:0061635","regulation of protein complex stability"
"GO:0061640","cytoskeleton-dependent cytokinesis"
"GO:0061644","protein localization to CENP-A containing chromatin"
"GO:0061709","reticulophagy"
"GO:0061744","motor behavior"
"GO:0061760","antifungal innate immune response"
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide"
"GO:0061952","midbody abscission"
"GO:0062009","secondary palate development"
"GO:0065003","protein-containing complex assembly"
"GO:0070050","neuron cellular homeostasis"
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"
"GO:0070085","glycosylation"
"GO:0070098","chemokine-mediated signaling pathway"
"GO:0070102","interleukin-6-mediated signaling pathway"
"GO:0070131","positive regulation of mitochondrial translation"
"GO:0070166","enamel mineralization"
"GO:0070198","protein localization to chromosome, telomeric region"
"GO:0070207","protein homotrimerization"
"GO:0070213","protein auto-ADP-ribosylation"
"GO:0070231","T cell apoptotic process"
"GO:0070233","negative regulation of T cell apoptotic process"
"GO:0070242","thymocyte apoptotic process"
"GO:0070244","negative regulation of thymocyte apoptotic process"
"GO:0070254","mucus secretion"
"GO:0070266","necroptotic process"
"GO:0070269","pyroptotic inflammatory response"
"GO:0070286","axonemal dynein complex assembly"
"GO:0070294","renal sodium ion absorption"
"GO:0070301","cellular response to hydrogen peroxide"
"GO:0070306","lens fiber cell differentiation"
"GO:0070316","regulation of G0 to G1 transition"
"GO:0070327","thyroid hormone transport"
"GO:0070328","triglyceride homeostasis"
"GO:0070365","hepatocyte differentiation"
"GO:0070371","ERK1 and ERK2 cascade"
"GO:0070372","regulation of ERK1 and ERK2 cascade"
"GO:0070373","negative regulation of ERK1 and ERK2 cascade"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade"
"GO:0070417","cellular response to cold"
"GO:0070498","interleukin-1-mediated signaling pathway"
"GO:0070507","regulation of microtubule cytoskeleton organization"
"GO:0070509","calcium ion import"
"GO:0070527","platelet aggregation"
"GO:0070534","protein K63-linked ubiquitination"
"GO:0070536","protein K63-linked deubiquitination"
"GO:0070542","response to fatty acid"
"GO:0070555","response to interleukin-1"
"GO:0070585","protein localization to mitochondrion"
"GO:0070588","calcium ion transmembrane transport"
"GO:0070593","dendrite self-avoidance"
"GO:0070828","heterochromatin organization"
"GO:0070830","bicellular tight junction assembly"
"GO:0070848","response to growth factor"
"GO:0070885","negative regulation of calcineurin-NFAT signaling cascade"
"GO:0070886","positive regulation of calcineurin-NFAT signaling cascade"
"GO:0070914","UV-damage excision repair"
"GO:0070935","3'-UTR-mediated mRNA stabilization"
"GO:0070936","protein K48-linked ubiquitination"
"GO:0070979","protein K11-linked ubiquitination"
"GO:0070986","left/right axis specification"
"GO:0071108","protein K48-linked deubiquitination"
"GO:0071168","protein localization to chromatin"
"GO:0071218","cellular response to misfolded protein"
"GO:0071222","cellular response to lipopolysaccharide"
"GO:0071223","cellular response to lipoteichoic acid"
"GO:0071230","cellular response to amino acid stimulus"
"GO:0071233","cellular response to L-leucine"
"GO:0071260","cellular response to mechanical stimulus"
"GO:0071276","cellular response to cadmium ion"
"GO:0071277","cellular response to calcium ion"
"GO:0071280","cellular response to copper ion"
"GO:0071285","cellular response to lithium ion"
"GO:0071294","cellular response to zinc ion"
"GO:0071300","cellular response to retinoic acid"
"GO:0071314","cellular response to cocaine"
"GO:0071318","cellular response to ATP"
"GO:0071320","cellular response to cAMP"
"GO:0071333","cellular response to glucose stimulus"
"GO:0071345","cellular response to cytokine stimulus"
"GO:0071346","cellular response to type II interferon"
"GO:0071347","cellular response to interleukin-1"
"GO:0071353","cellular response to interleukin-4"
"GO:0071354","cellular response to interleukin-6"
"GO:0071356","cellular response to tumor necrosis factor"
"GO:0071360","cellular response to exogenous dsRNA"
"GO:0071361","cellular response to ethanol"
"GO:0071363","cellular response to growth factor stimulus"
"GO:0071364","cellular response to epidermal growth factor stimulus"
"GO:0071372","cellular response to follicle-stimulating hormone stimulus"
"GO:0071374","cellular response to parathyroid hormone stimulus"
"GO:0071375","cellular response to peptide hormone stimulus"
"GO:0071377","cellular response to glucagon stimulus"
"GO:0071380","cellular response to prostaglandin E stimulus"
"GO:0071383","cellular response to steroid hormone stimulus"
"GO:0071385","cellular response to glucocorticoid stimulus"
"GO:0071391","cellular response to estrogen stimulus"
"GO:0071392","cellular response to estradiol stimulus"
"GO:0071397","cellular response to cholesterol"
"GO:0071398","cellular response to fatty acid"
"GO:0071404","cellular response to low-density lipoprotein particle stimulus"
"GO:0071407","cellular response to organic cyclic compound"
"GO:0071425","hematopoietic stem cell proliferation"
"GO:0071456","cellular response to hypoxia"
"GO:0071466","cellular response to xenobiotic stimulus"
"GO:0071468","cellular response to acidic pH"
"GO:0071470","cellular response to osmotic stress"
"GO:0071474","cellular hyperosmotic response"
"GO:0071476","cellular hypotonic response"
"GO:0071479","cellular response to ionizing radiation"
"GO:0071480","cellular response to gamma radiation"
"GO:0071493","cellular response to UV-B"
"GO:0071498","cellular response to fluid shear stress"
"GO:0071526","semaphorin-plexin signaling pathway"
"GO:0071539","protein localization to centrosome"
"GO:0071542","dopaminergic neuron differentiation"
"GO:0071548","response to dexamethasone"
"GO:0071549","cellular response to dexamethasone stimulus"
"GO:0071560","cellular response to transforming growth factor beta stimulus"
"GO:0071577","zinc ion transmembrane transport"
"GO:0071625","vocalization behavior"
"GO:0071639","positive regulation of monocyte chemotactic protein-1 production"
"GO:0071679","commissural neuron axon guidance"
"GO:0071711","basement membrane organization"
"GO:0071732","cellular response to nitric oxide"
"GO:0071773","cellular response to BMP stimulus"
"GO:0071786","endoplasmic reticulum tubular network organization"
"GO:0071805","potassium ion transmembrane transport"
"GO:0071806","protein transmembrane transport"
"GO:0071816","tail-anchored membrane protein insertion into ER membrane"
"GO:0071872","cellular response to epinephrine stimulus"
"GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway"
"GO:0071897","DNA biosynthetic process"
"GO:0071901","negative regulation of protein serine/threonine kinase activity"
"GO:0071902","positive regulation of protein serine/threonine kinase activity"
"GO:0071985","multivesicular body sorting pathway"
"GO:0072089","stem cell proliferation"
"GO:0072091","regulation of stem cell proliferation"
"GO:0072112","podocyte differentiation"
"GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator"
"GO:0072344","rescue of stalled ribosome"
"GO:0072359","circulatory system development"
"GO:0072520","seminiferous tubule development"
"GO:0072577","endothelial cell apoptotic process"
"GO:0072583","clathrin-dependent endocytosis"
"GO:0072593","reactive oxygen species metabolic process"
"GO:0072657","protein localization to membrane"
"GO:0072659","protein localization to plasma membrane"
"GO:0072678","T cell migration"
"GO:0085020","protein K6-linked ubiquitination"
"GO:0085029","extracellular matrix assembly"
"GO:0086002","cardiac muscle cell action potential involved in contraction"
"GO:0086004","regulation of cardiac muscle cell contraction"
"GO:0086005","ventricular cardiac muscle cell action potential"
"GO:0086009","membrane repolarization"
"GO:0086010","membrane depolarization during action potential"
"GO:0086012","membrane depolarization during cardiac muscle cell action potential"
"GO:0086064","cell communication by electrical coupling involved in cardiac conduction"
"GO:0086091","regulation of heart rate by cardiac conduction"
"GO:0089718","amino acid import across plasma membrane"
"GO:0090009","primitive streak formation"
"GO:0090023","positive regulation of neutrophil chemotaxis"
"GO:0090026","positive regulation of monocyte chemotaxis"
"GO:0090043","regulation of tubulin deacetylation"
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis"
"GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis"
"GO:0090090","negative regulation of canonical Wnt signaling pathway"
"GO:0090102","cochlea development"
"GO:0090103","cochlea morphogenesis"
"GO:0090110","COPII-coated vesicle cargo loading"
"GO:0090128","regulation of synapse maturation"
"GO:0090136","epithelial cell-cell adhesion"
"GO:0090141","positive regulation of mitochondrial fission"
"GO:0090148","membrane fission"
"GO:0090161","Golgi ribbon formation"
"GO:0090162","establishment of epithelial cell polarity"
"GO:0090181","regulation of cholesterol metabolic process"
"GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis"
"GO:0090200","positive regulation of release of cytochrome c from mitochondria"
"GO:0090201","negative regulation of release of cytochrome c from mitochondria"
"GO:0090263","positive regulation of canonical Wnt signaling pathway"
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint"
"GO:0090277","positive regulation of peptide hormone secretion"
"GO:0090280","positive regulation of calcium ion import"
"GO:0090303","positive regulation of wound healing"
"GO:0090307","mitotic spindle assembly"
"GO:0090309","positive regulation of DNA methylation-dependent heterochromatin formation"
"GO:0090314","positive regulation of protein targeting to membrane"
"GO:0090316","positive regulation of intracellular protein transport"
"GO:0090331","negative regulation of platelet aggregation"
"GO:0090336","positive regulation of brown fat cell differentiation"
"GO:0090398","cellular senescence"
"GO:0090399","replicative senescence"
"GO:0090630","activation of GTPase activity"
"GO:0090660","cerebrospinal fluid circulation"
"GO:0095500","acetylcholine receptor signaling pathway"
"GO:0097009","energy homeostasis"
"GO:0097011","cellular response to granulocyte macrophage colony-stimulating factor stimulus"
"GO:0097028","dendritic cell differentiation"
"GO:0097049","motor neuron apoptotic process"
"GO:0097062","dendritic spine maintenance"
"GO:0097084","vascular associated smooth muscle cell development"
"GO:0097091","synaptic vesicle clustering"
"GO:0097150","neuronal stem cell population maintenance"
"GO:0097178","ruffle assembly"
"GO:0097190","apoptotic signaling pathway"
"GO:0097191","extrinsic apoptotic signaling pathway"
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand"
"GO:0097193","intrinsic apoptotic signaling pathway"
"GO:0097194","execution phase of apoptosis"
"GO:0097202","activation of cysteine-type endopeptidase activity"
"GO:0097242","amyloid-beta clearance"
"GO:0097264","self proteolysis"
"GO:0097284","hepatocyte apoptotic process"
"GO:0097352","autophagosome maturation"
"GO:0097401","synaptic vesicle lumen acidification"
"GO:0097421","liver regeneration"
"GO:0097435","supramolecular fiber organization"
"GO:0097623","potassium ion export across plasma membrane"
"GO:0097696","cell surface receptor signaling pathway via STAT"
"GO:0097746","blood vessel diameter maintenance"
"GO:0098586","cellular response to virus"
"GO:0098609","cell-cell adhesion"
"GO:0098655","monoatomic cation transmembrane transport"
"GO:0098656","monoatomic anion transmembrane transport"
"GO:0098662","inorganic cation transmembrane transport"
"GO:0098664","G protein-coupled serotonin receptor signaling pathway"
"GO:0098693","regulation of synaptic vesicle cycle"
"GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane"
"GO:0098703","calcium ion import across plasma membrane"
"GO:0098719","sodium ion import across plasma membrane"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules"
"GO:0098869","cellular oxidant detoxification"
"GO:0098911","regulation of ventricular cardiac muscle cell action potential"
"GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential"
"GO:0098974","postsynaptic actin cytoskeleton organization"
"GO:0098976","excitatory chemical synaptic transmission"
"GO:0099022","vesicle tethering"
"GO:0099054","presynapse assembly"
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels"
"GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization"
"GO:0099151","regulation of postsynaptic density assembly"
"GO:0099170","postsynaptic modulation of chemical synaptic transmission"
"GO:0099171","presynaptic modulation of chemical synaptic transmission"
"GO:0099175","regulation of postsynapse organization"
"GO:0099502","calcium-dependent activation of synaptic vesicle fusion"
"GO:0099505","regulation of presynaptic membrane potential"
"GO:0099509","regulation of presynaptic cytosolic calcium ion concentration"
"GO:0099558","maintenance of synapse structure"
"GO:0099560","synaptic membrane adhesion"
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane"
"GO:0120009","intermembrane lipid transfer"
"GO:0120162","positive regulation of cold-induced thermogenesis"
"GO:0120163","negative regulation of cold-induced thermogenesis"
"GO:0120316","sperm flagellum assembly"
"GO:0140042","lipid droplet formation"
"GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus"
"GO:0140115","export across plasma membrane"
"GO:0140374","antiviral innate immune response"
"GO:0140467","integrated stress response signaling"
"GO:0140588","chromatin looping"
"GO:0140627","ubiquitin-dependent protein catabolic process via the C-end degron rule pathway"
"GO:0140694","non-membrane-bounded organelle assembly"
"GO:0140861","DNA repair-dependent chromatin remodeling"
"GO:0141198","protein branched polyubiquitination"
"GO:0150052","regulation of postsynapse assembly"
"GO:0150077","regulation of neuroinflammatory response"
"GO:0150104","transport across blood-brain barrier"
"GO:0160049","negative regulation of cGAS/STING signaling pathway"
"GO:1900006","positive regulation of dendrite development"
"GO:1900016","negative regulation of cytokine production involved in inflammatory response"
"GO:1900017","positive regulation of cytokine production involved in inflammatory response"
"GO:1900025","negative regulation of substrate adhesion-dependent cell spreading"
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading"
"GO:1900029","positive regulation of ruffle assembly"
"GO:1900034","regulation of cellular response to heat"
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle"
"GO:1900119","positive regulation of execution phase of apoptosis"
"GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"GO:1900181","negative regulation of protein localization to nucleus"
"GO:1900182","positive regulation of protein localization to nucleus"
"GO:1900226","negative regulation of NLRP3 inflammasome complex assembly"
"GO:1900227","positive regulation of NLRP3 inflammasome complex assembly"
"GO:1900242","regulation of synaptic vesicle endocytosis"
"GO:1900271","regulation of long-term synaptic potentiation"
"GO:1900272","negative regulation of long-term synaptic potentiation"
"GO:1900273","positive regulation of long-term synaptic potentiation"
"GO:1900745","positive regulation of p38MAPK cascade"
"GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway"
"GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"GO:1901223","negative regulation of non-canonical NF-kappaB signal transduction"
"GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction"
"GO:1901379","regulation of potassium ion transmembrane transport"
"GO:1901380","negative regulation of potassium ion transmembrane transport"
"GO:1901381","positive regulation of potassium ion transmembrane transport"
"GO:1901524","regulation of mitophagy"
"GO:1901526","positive regulation of mitophagy"
"GO:1901653","cellular response to peptide"
"GO:1901673","regulation of mitotic spindle assembly"
"GO:1901741","positive regulation of myoblast fusion"
"GO:1901796","regulation of signal transduction by p53 class mediator"
"GO:1901800","positive regulation of proteasomal protein catabolic process"
"GO:1902004","positive regulation of amyloid-beta formation"
"GO:1902017","regulation of cilium assembly"
"GO:1902018","negative regulation of cilium assembly"
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors"
"GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors"
"GO:1902093","positive regulation of flagellated sperm motility"
"GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"
"GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway"
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage"
"GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"
"GO:1902237","positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"
"GO:1902305","regulation of sodium ion transmembrane transport"
"GO:1902358","sulfate transmembrane transport"
"GO:1902430","negative regulation of amyloid-beta formation"
"GO:1902455","negative regulation of stem cell population maintenance"
"GO:1902459","positive regulation of stem cell population maintenance"
"GO:1902476","chloride transmembrane transport"
"GO:1902533","positive regulation of intracellular signal transduction"
"GO:1902600","proton transmembrane transport"
"GO:1902774","late endosome to lysosome transport"
"GO:1902808","positive regulation of cell cycle G1/S phase transition"
"GO:1902894","negative regulation of miRNA transcription"
"GO:1902895","positive regulation of miRNA transcription"
"GO:1902902","negative regulation of autophagosome assembly"
"GO:1902966","positive regulation of protein localization to early endosome"
"GO:1903076","regulation of protein localization to plasma membrane"
"GO:1903077","negative regulation of protein localization to plasma membrane"
"GO:1903078","positive regulation of protein localization to plasma membrane"
"GO:1903232","melanosome assembly"
"GO:1903238","positive regulation of leukocyte tethering or rolling"
"GO:1903241","U2-type prespliceosome assembly"
"GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway"
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process"
"GO:1903428","positive regulation of reactive oxygen species biosynthetic process"
"GO:1903432","regulation of TORC1 signaling"
"GO:1903543","positive regulation of exosomal secretion"
"GO:1903671","negative regulation of sprouting angiogenesis"
"GO:1903672","positive regulation of sprouting angiogenesis"
"GO:1903779","regulation of cardiac conduction"
"GO:1903826","L-arginine transmembrane transport"
"GO:1903830","magnesium ion transmembrane transport"
"GO:1903861","positive regulation of dendrite extension"
"GO:1903955","positive regulation of protein targeting to mitochondrion"
"GO:1904019","epithelial cell apoptotic process"
"GO:1904036","negative regulation of epithelial cell apoptotic process"
"GO:1904179","positive regulation of adipose tissue development"
"GO:1904262","negative regulation of TORC1 signaling"
"GO:1904263","positive regulation of TORC1 signaling"
"GO:1904294","positive regulation of ERAD pathway"
"GO:1904322","cellular response to forskolin"
"GO:1904385","cellular response to angiotensin"
"GO:1904507","positive regulation of telomere maintenance in response to DNA damage"
"GO:1904645","response to amyloid-beta"
"GO:1904646","cellular response to amyloid-beta"
"GO:1904659","D-glucose transmembrane transport"
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation"
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation"
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration"
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration"
"GO:1904862","inhibitory synapse assembly"
"GO:1904888","cranial skeletal system development"
"GO:1904903","ESCRT III complex disassembly"
"GO:1904948","midbrain dopaminergic neuron differentiation"
"GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell"
"GO:1905168","positive regulation of double-strand break repair via homologous recombination"
"GO:1905515","non-motile cilium assembly"
"GO:1905564","positive regulation of vascular endothelial cell proliferation"
"GO:1905606","regulation of presynapse assembly"
"GO:1905907","negative regulation of amyloid fibril formation"
"GO:1990000","amyloid fibril formation"
"GO:1990090","cellular response to nerve growth factor stimulus"
"GO:1990138","neuron projection extension"
"GO:1990166","protein localization to site of double-strand break"
"GO:1990253","cellular response to leucine starvation"
"GO:1990403","embryonic brain development"
"GO:1990535","neuron projection maintenance"
"GO:1990573","potassium ion import across plasma membrane"
"GO:1990748","cellular detoxification"
"GO:1990830","cellular response to leukemia inhibitory factor"
"GO:1990845","adaptive thermogenesis"
"GO:1990869","cellular response to chemokine"
"GO:2000001","regulation of DNA damage checkpoint"
"GO:2000008","regulation of protein localization to cell surface"
"GO:2000010","positive regulation of protein localization to cell surface"
"GO:2000035","regulation of stem cell division"
"GO:2000036","regulation of stem cell population maintenance"
"GO:2000042","negative regulation of double-strand break repair via homologous recombination"
"GO:2000045","regulation of G1/S transition of mitotic cell cycle"
"GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process"
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process"
"GO:2000114","regulation of establishment of cell polarity"
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle"
"GO:2000145","regulation of cell motility"
"GO:2000146","negative regulation of cell motility"
"GO:2000147","positive regulation of cell motility"
"GO:2000178","negative regulation of neural precursor cell proliferation"
"GO:2000179","positive regulation of neural precursor cell proliferation"
"GO:2000273","positive regulation of signaling receptor activity"
"GO:2000279","negative regulation of DNA biosynthetic process"
"GO:2000300","regulation of synaptic vesicle exocytosis"
"GO:2000311","regulation of AMPA receptor activity"
"GO:2000347","positive regulation of hepatocyte proliferation"
"GO:2000352","negative regulation of endothelial cell apoptotic process"
"GO:2000353","positive regulation of endothelial cell apoptotic process"
"GO:2000377","regulation of reactive oxygen species metabolic process"
"GO:2000378","negative regulation of reactive oxygen species metabolic process"
"GO:2000379","positive regulation of reactive oxygen species metabolic process"
"GO:2000406","positive regulation of T cell migration"
"GO:2000434","regulation of protein neddylation"
"GO:2000463","positive regulation of excitatory postsynaptic potential"
"GO:2000573","positive regulation of DNA biosynthetic process"
"GO:2000647","negative regulation of stem cell proliferation"
"GO:2000648","positive regulation of stem cell proliferation"
"GO:2000672","negative regulation of motor neuron apoptotic process"
"GO:2000679","positive regulation of transcription regulatory region DNA binding"
"GO:2000736","regulation of stem cell differentiation"
"GO:2000737","negative regulation of stem cell differentiation"
"GO:2000738","positive regulation of stem cell differentiation"
"GO:2000767","positive regulation of cytoplasmic translation"
"GO:2000773","negative regulation of cellular senescence"
"GO:2000779","regulation of double-strand break repair"
"GO:2000781","positive regulation of double-strand break repair"
"GO:2000785","regulation of autophagosome assembly"
"GO:2000786","positive regulation of autophagosome assembly"
"GO:2000811","negative regulation of anoikis"
"GO:2000819","regulation of nucleotide-excision repair"
"GO:2001028","positive regulation of endothelial cell chemotaxis"
"GO:2001034","positive regulation of double-strand break repair via nonhomologous end joining"
"GO:2001046","positive regulation of integrin-mediated signaling pathway"
"GO:2001214","positive regulation of vasculogenesis"
"GO:2001222","regulation of neuron migration"
"GO:2001224","positive regulation of neuron migration"
"GO:2001234","negative regulation of apoptotic signaling pathway"
"GO:2001235","positive regulation of apoptotic signaling pathway"
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway"
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway"
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway"
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway"
"GO:2001256","regulation of store-operated calcium entry"
